REF_SKU;AVAILABLE;PREORDER;PRODUCT_FREE;PRODUCT_SHIP;PRODUCT_VIRTUAL;SKU;MANUFACTURER;PRODUCT_WEIGHT;PRODUCT_ITEM_WEIGHT;PRODUCT_HEIGHT;PRODUCT_LENGTH;PRODUCT_WIDTH;CATEGORY;FREE_SHIPPING;QUANTITY;QUANTITY_ORD_MIN;QUANTITY_ORD_MAX;NAME;DESCRIPTION;PRODUCT_PRICE_AMOUNT;PRODUCT_PRICE_SPECIAL_AMOUNT;PRODUCT_PRICE_SPECIAL_ST_DATE;PRODUCT_PRICE_SPECIAL_END_DATE;META_TAGS;MINIMUM_INCREASE
892392;false;;;;;892392;GERMANY;;;;;;F09;;1;1;100000;MOSQUETON BRUÑIDO GERMANY 80MM;<p>MOSQUETON BRUÑIDO GERMANY 80MM</p>;5670;;;;MOSQUETON BRUÑIDO GERMANY,GERMANY,MOSQUETON BRUÑIDO,MOSQUETON;1
845882;true;;;;;845882;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 3TN 75MM x 2MT ESLINGAR;<p>ESLINGA 3TN 75MM x 2MT ESLINGAR</p>;148900;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
M06105;true;;;;;M06105;MOR;;;;;;L04;;1;1;100000;TENDEDERO PISO SLIM Mor 6105 Extensible 1,44x49x89cm;Para aquellos que necesitan una opción por la cantidad de ropa, el Tendedero de Piso Extensible Slim ocupa poco espacio, es práctico de montar, desmontar y almacenar, tiene unas dimensiones de 1,44x49x89cm. Con estructura de tubo de acero y acabado de pintura epoxi de alta calidad, el tendedero para piso ofrece resistencia y durabilidad y sus exclusivas piezas plásticas de colores son un diferencial que ayudan a proteger contra la corrosión. ;128800;;;;TENDEDERO;1
845872;true;;;;;845872;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 1TN 50MM x 2MT ESLINGAR;<p>ESLINGA 1TN 50MM x 2MT ESLINGAR</p>;81400;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
9599435;true;;;;;9599435;TRAMONTINA (BAZAR, HERRAMIENTAS, ELECTRICIDAD);;;;;;A08;;1;1;100000;CUCHILLA DESMALEZADORA 20MM TRAMONTINA 78796;<p>CUCHILLA DESMALEZADORA 20MM TRAMONTINA 78796</p>;19000;;;;TRAMONTINA,CUCHILLA DESMALEZADORA,CUCHILLA,CUCHILLA TRAMONTINA;1
959581;true;;;;;959581;TRAMONTINA (BAZAR, HERRAMIENTAS, ELECTRICIDAD);;;;;;A08;;1;1;100000;SEMBRADORA METÁLICA TRAMONTINA;"<p>Cuando se trata de plantar tipos variados de semillas, puede contar con la sembradora metálica Tramontina. Tendrá con ella la posibilidad de perforar el suelo y depositar las semillas de una manera fácil y práctica, sin mucho esfuerzo. Elija Tramontina y asegure la calidad que necesita para sus plantaciones.</p>
<p>Principales funciones y beneficios:<br>- Depósito para semillas fabricado en chapa de acero con capacidad para 1,7 litros.<br>- Regulador de semillas, tipo bandeja, para diversos tamaños de semillas.</p>
<p>&nbsp;</p>";202000;;;;SEMBRADOR,SEMBRADORA,SEMBRADORA METALICA,SEMBRADORA TRAMONTINA;1
8458452;true;;;;;8458452;DELTA PLUS;;;;;;113;;1;1;100000;LINEA DE VIDA ESLINGAR 12x20M;<p>LINEA DE VIDA ESLINGAR 12x20M</p>;438000;;;;DELTA PLUS,ESLINGAR,LINEA DE VIDA;1
960501;true;;;;;960501;TRAMONTINA (BAZAR, HERRAMIENTAS, ELECTRICIDAD);;;;;;E01;;1;1;100000;CAJA SIMPLE Tramontina 57500/041;La Caja de Embutir 4 x 2 Rectangular Tramontina Amarilla es indispensable para garantizarle eficiencia a tus instalaciones. Se fabrica en termoplástico y tiene salidas de 1/2, 3/4 y 1 pulgada. Además tiene excelente resistencia mecánica y se puede utilizar en diferentes instalaciones.;1450;;;;CAJA,SIMPLE,TRAMONTINA;1
845841;true;;;;;845841;DELTA PLUS;;;;;;113;;1;1;100000;KIT CONSTRUCTOR ESLINGAR KIT002;"<p>KIT CONSTRUCTOR &nbsp;ESLINGAR KIT002</p>";348000;;;;DELTA PLUS,ESLINGAR,KIT CONSTRUCTOR;1
892473;true;;;;;892473;GERMANY;;;;;;N06;;1;1;100000;"CHAIRA MANGO MADERA GERMANY 8""";"<p>-Germany mango madera 8""</p>
<p>--Imantada, rígida</p>
<p>&nbsp;</p>";108700;;;;CHAIRA,CHAIRA MANGO DE MADERA,CHAIRA ALEMANA,GERMANY,CHAIRA GERMANY,CHAIRA MANGO MADERA 8;1
892005;false;;;;;892005;GERMANY;;;;;;701;;1;1;100000;ALICATE TRABASIERRA GERMANY 180MM;<p>Alicate trabasierras triscador con tuerca de ajuste. Su función principal es afinar y corregir los dientes de la sierra, asegurándose de que estén alineados y tengan la inclinación adecuada para un corte eficiente y preciso. Incluye una tuerca de ajuste para una mayor precisión. Evita tener que reemplazar la sierra con frecuencia. Adaptable a distintos tipos de sierras.</p>;143000;;;;ALICATE TRABASIERRA GERMANY,GERMANY,ALICATE;1
8458873;true;;;;;8458873;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 6T 150MM x 3MT ESLINGAR;<p>ESLINGA 6T 150MM x 3MT ESLINGAR</p>;440000;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
892460;false;;;;;892460;GERMANY;;;;;;C02;;1;1;100000;GANCHO PARA CARNE  GERMANY 160MM;"<p>GANCHO PARA CARNE &nbsp;GERMANY 160MM</p>";12300;;;;GANCHO PARA CARNE GERMANY,GERMANY,GANCHO;1
S00153;true;;;;;S00153;CHINO;;;;;;G01;;1;1;100000;BEBEDERO DE MESA CHINO;<p>- Frío / Natural</p>;351000;;;;BEBEDERO,BEBEDERO DE MESA,CHINO,BEBEDERO DE MESA CHINO,BEBEDEROS,BEBEDERO FIO NATURAL,BEBEDERO CHINO;1
845825;true;;;;;845825;DELTA PLUS;;;;;;113;;1;1;100000;CONECTOR ANCLAJE ESLINGAR COR080;<p>CONECTOR ANCLAJE ESLINGAR COR080</p>;86900;;;;DELTAPLUS,CONECTOR ANCLAJE,ESLINGAR;1
845878;true;;;;;845878;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 2TN 60MM x 3MT ESLINGAR;<p>ESLINGA 2TN 60MM x 3MT ESLINGAR</p>;135200;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
892499;false;;;;;892499;GERMANY;;;;;;F09;;1;1;100000;GOLPETE TIPO LYRA GERMANY NEGRO;<p>GOLPETE TIPO LYRA GERMANY NEGRO</p>;1430;;;;GOLPETE TIPO LYRA GERMANY NEGRO,GERMANY,GOLPETE;1
892112;false;;;;;892112;GERMANY;;;;;;721;;1;1;100000;BOQUILLA ENGRASADOR GERMANY 1/8;<p>BOQUILLA ENGRASADOR GERMANY 1/8</p>;17900;;;;BOQUILLA ENGRASADOR GERMANY,BOQUILLA;1
G150001;true;;;;;G150001;ORION;;;;;;G07;;1;1;100000;TAPA PARA INODORO ORION TPK BLANCO 1;"<p>• Tapa para inodoro Orion</p>
<p>-Asiento acolchado y tapa inyectada</p>
<p>-Color: Blanco</p>";63300;;;;TAPA PARA INODORO,ORION,TAPA PARA WATER,TAPA ACOLCHADA PARA INODORO,TAPA ACOLCHADA PARA WATER,TAPA PARA INODORO CON ASIENTO ACOLCHADO,TAPA PARA INODORO ACOLCHADO,TAPA PARA INODORO COLOR BLANCO,TAPA PARA INODORO ACOLCHADA BLANCO,TAPA PARA WATER BLANCO;1
845833;true;;;;;845833;DELTA PLUS;;;;;;113;;1;1;100000;MOSQUETON 18MM ESLINGAR MOS001;<p>MOSQUETON 18MM ESLINGAR MOS001</p>;25600;;;;DELTA PLUS,MOSQUETON,MOSQUETON ALUMINIO;1
892472;true;;;;;892472;GERMANY;;;;;;N06;;1;1;100000;"CHAIRA MANGO MADERA GERMANY 7""";"<p>-Germany Mango madera 7""</p>
<p>-Imantada, rígida</p>
<p>&nbsp;</p>";106600;;;;CHAIRA,CHAIRA MANGO DE MADERA,CHAIRA ALEMANA,GERMANY,CHAIRA GERMANY,CHAIRA MANGO MADERA 7;1
8458453;true;;;;;8458453;DELTA PLUS;;;;;;113;;1;1;100000;LINEA DE VIDA ESLINGAR 12x30m;<p>LINEA DE VIDA ESLINGAR 12x30m</p>;569000;;;;DELTA PLUS,ESLINGAR,LINEA DE VIDA;1
845874;true;;;;;845874;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 1TN 50MM x 4MT ESLINGAR;<p>ESLINGA 1TN 50MM x 4MT ESLINGAR</p>;110700;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
845877;true;;;;;845877;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 2TN 60MM x 2MT ESLINGAR;<p>ESLINGA 2TN 60MM x 2MT ESLINGAR</p>;104200;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
G07054;true;;;;;G07054;KRONA;;;;;;G05;;1;1;100000;Codo 45 Soldable KRONA 419 50mm;Especialmente fabricada para proyectos de instalaciones permanentes y empotradas, la Línea para soldar es ideal para transportar agua fría en obras residenciales, industriales o comerciales. ¿Usted desea construir, reformar o hacer algún reparo? la Línea para Soldar también es una óptima solución para esos casos.;5280;;;;CODO 45,KRONA,CODO KRONA,KRONA CODO 45,CODO,50MM;1
845801;true;;;;;845801;DELTA PLUS;;;;;;113;;1;1;100000;ARNES LUMBAR 4PU ESLINGAR 1213-2;<p>ARNES LUMBAR 4PU ESLINGAR 1213-2</p>;428000;;;;DELTA PLUS,ESLINGAR,ARNES LUMBAR;1
845851;true;;;;;845851;DELTA PLUS;;;;;;113;;1;1;100000;CRIQUET 1TN 25MM X 4MT ESLINGAR;<p>CRIQUET 1TN 25MM X 4MT ESLINGAR</p>;29900;;;;CRIQUET,CRIQUET PARA CARGA,ESLINGAR,CATRACA,DELTA PLUS;1
916194;true;;;;;916194;TRAMONTINA (BAZAR, HERRAMIENTAS, ELECTRICIDAD);;;;;;F05;;1;1;100000;FORMON CON MANGO DE MADERA Tramontina 5/8;Carpinteros y ebanistas cuentan con la ayuda de los formones Tramontina en el momento de hacer rebajes, tallados, cortes y encajes. La herramienta perfecta para usted, que trabaja en la construcción civil o con pequeñas reparaciones.;28300;;;;FORMON,MADERA,HERRAMIENTA,TRAMONTINA,FORMON CON MANGO,FORMONES,FORMON CON MANGO DE MADERA;1
M03789;true;;;;;M03789;MOR;;;;;;M05;;1;1;100000;BASE PARA SOMBRILLA MOR NEGRO;"<p>• Base para sombrilla Mor</p>
<p>-Negro</p>";96200;;;;BASE,BASE PARA SOMBRILLA,MOR,BASE PARA SOMBRILLA MOR,SOPORTE PARA SOMBRILLA;1
845884;true;;;;;845884;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 3TN 75MM x 4MT ESLINGAR;<p>ESLINGA 3TN 75MM x 4MT ESLINGAR</p>;232000;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
845883;true;;;;;845883;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 3TN 75MM x 3MT ESLINGAR;<p>ESLINGA 3TN 75MM x 3MT ESLINGAR</p>;178000;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
845871;true;;;;;845871;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 1TN 50MM x 1MT ESLINGAR;<p>ESLINGA 1TN 50MM x 1MT ESLINGAR</p>;63300;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
845842;true;;;;;845842;DELTA PLUS;;;;;;113;;1;1;100000;KIT CONSTRUCTOR ESLINGAR KIT003;<p>KIT CONSTRUCTOR ESLINGAR KIT003</p>;511000;;;;DELTA PLUS,ESLINGAR,KIT CONSTRUCTOR;1
892096;false;;;;;892096;GERMANY;;;;;;710;;1;1;100000;DESTORNILLADOR BUSCAPOLO GERMANY 190MM;<p>DESTORNILLADOR BUSCAPOLO GERMANY 190MM</p>;7600;;;;DESTORNILLADOR BUSCAPOLO GERMANY,GERMANY,DESTORNILLADOR,BUSCAPOLO;1
845671;true;;;;;845671;WORKSAFE;;;;;;113;;1;1;100000;BOTA PVC EXTRA ALTA BLANCO WORKSAFE 43;"<p>-BOTA PVC&nbsp;</p>
<p>-EXTRA ALTA 36 CM</p>
<p>-COLOR BLANCO</p>
<p>-NRO. 43</p>";92800;;;;BOTA,BOTA PVC,BOTAS,BOTA PARA LLUVIA,BOTAS PARA LLUVIA,WORKSAFE,BOTA WORKSAFE,BOTAS WORKSAFE,BOTA PARA LLUVIA BLANCA,BOTA NEGRA,BOTA DE PVC BLANCA,BOTA CALCE 43,WORSAFE,BOTA BLANCA;1
8458874;true;;;;;8458874;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 6T 150MM x 4MT ESLINGAR;<p>ESLINGA 6T 150MM x 4MT ESLINGAR</p>;455000;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
9604103;false;;;;;9604103;TRAMONTINA (BAZAR, HERRAMIENTAS, ELECTRICIDAD);;;;;;E05;;1;1;100000;TRIPLE BLISTER Tramontina 57400 NEGRO;TRIPLE BLISTER Tramontina 57400 NEGRO;6700;;;;TRAMONTINA (BAZAR, HERRAMIENTAS, ELECTRICIDAD);1
9621750;true;;;;;9621750;ANAEROBICOS;;;;;;114;;1;1;100000;PACK SELLA ROSCA SILOC VERDE 12 UNIDADES 25gr;"<p>Para el sellado de conexiones de polipropileno y metálicas, para agua fría y caliente. Evita aflojamientos por vibraciones y golpes de ariete. Admite contracciones y dilataciones por variación de temperatura.&nbsp;</p>
<p>Protrege las roscas.</p>
<p>Permite el desarme sin que las piezas se rompan.</p>";183000;;;;SELLADOR,SILOC,SELLADOR SILOC,ANAEROBICOS,SELLADOR DE CONEXIONES,SELLA ROSCA,SELLA ROSCA SILOC,SILICONA,PEGADOR;1
845876;true;;;;;845876;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 2TN 60MM x 1MT ESLINGAR;<p>ESLINGA 2TN 60MM x 1MT ESLINGAR</p>;105200;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
845879;true;;;;;845879;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 2TN 60MM x 4MT ESLINGAR;<p>ESLINGA 2TN 60MM x 4MT ESLINGAR</p>;160000;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
892441;false;;;;;892441;GERMANY;;;;;;F09;;1;1;100000;ROMANA PESCADITO GERMANY 12.5k;<p>ROMANA PESCADITO GERMANY 12.5k</p>;33500;;;;ROMANA PESCADITO GERMANY,GERMANY,ROMANA;1
961197;true;;;;;961197;MILLION;;;;;;E02;;1;1;100000;CINTA AISLADORA MILLION BLANCO 20MT;<p>CINTA AISLADORA MILLION BLANCO 20MT</p>;10800;;;;CINTA,AISLADORA,CINTA AISLADORA,MILLION,CINTA AISLADORA MILLION;1
892081;false;;;;;892081;GERMANY;;;;;;119;;1;1;100000;PORTA ELECTRODO PESADO GERMANY 300AM;<p>PORTA ELECTRODO PESADO GERMANY 300AM</p>;94200;;;;PORTA ELECTRODO PESADO GERMANY,GERMANY,PORTA ELECTRODO;1
892010;false;;;;;892010;GERMANY;;;;;;F09;;1;1;100000;HOJA PARA CEPILLADORA GERMANY 300MM;<p>HOJA PARA CEPILLADORA GERMANY 300MM</p>;76500;;;;HOJA PARA CEPILLADORA GERMANY,GERMANY,HOJA;1
892095;false;;;;;892095;GERMANY;;;;;;710;;1;1;100000;DESTORNILLADOR BUSCAPOLO GERMANY 140MM;<p>DESTORNILLADOR BUSCAPOLO GERMANY 140MM</p>;5310;;;;DESTORNILLADOR BUSCAPOLO GERMANY,GERMANY,DESTORNILLADOR,BUSCAPOLO;1
845853;true;;;;;845853;DELTA PLUS;;;;;;113;;1;1;100000;CRIQUET 1½TN 25MM X 4MT ESLINGAR;<p>CRIQUET 1½TN 25MM X 4MT ESLINGAR</p>;39700;;;;CRIQUET,CRIQUET PARA CARGA,ESLINGAR,CATRACA,DELTA PLUS;1
892082;false;;;;;892082;GERMANY;;;;;;119;;1;1;100000;PORTA ELECTRODO PESADO GERMANY 400AM;<p>PORTA ELECTRODO PESADO GERMANY 400AM</p>;95100;;;;PORTA ELECTRODO PESADO GERMANY,GERMANY,PORTA ELECTRODO;1
916195;true;;;;;916195;TRAMONTINA (BAZAR, HERRAMIENTAS, ELECTRICIDAD);;;;;;F05;;1;1;100000;FORMON CON MANGO DE MADERA Tramontina 3/4;Carpinteros y ebanistas cuentan con la ayuda de los formones Tramontina en el momento de hacer rebajes, tallados, cortes y encajes. La herramienta perfecta para usted, que trabaja en la construcción civil o con pequeñas reparaciones.;29300;;;;FORMON,MADERA,HERRAMIENTA,TRAMONTINA,FORMONES,FORMON CON MANGO DE MADERA,FORMON CON MANGO;1
892013;false;;;;;892013;GERMANY;;;;;;F09;;1;1;100000;HOJA PARA CEPILLADORA GERMANY 450MM;<p>HOJA PARA CEPILLADORA GERMANY 450MM</p>;115400;;;;HOJA PARA CEPILLADORA GERMANY,GERMANY,HOJA;1
8458872;true;;;;;8458872;DELTA PLUS;;;;;;113;;1;1;100000;ESLINGA 6T 150MM x 2MT ESLINGAR;<p>ESLINGA 6T 150MM x 2MT ESLINGAR</p>;351000;;;;DELTA PLUS,ESLINGAR,ESLINGA;1
G07092;true;;;;;G07092;KRONA;;;;;;G05;;1;1;100000;Te Soldable KRONA 456 32mm;Especialmente fabricada para proyectos de instalaciones permanentes y empotradas, la Línea para soldar es ideal para transportar agua fría en obras residenciales, industriales o comerciales. ¿Usted desea construir, reformar o hacer algún reparo? la Línea para Soldar también es una óptima solución para esos casos.;2530;;;;TE,KRONA,SOLDABLE,TE KRONA,32MM;1
G07094;true;;;;;G07094;KRONA;;;;;;G05;;1;1;100000;Te Soldable KRONA 458 50mm;Especialmente fabricada para proyectos de instalaciones permanentes y empotradas, la Línea para soldar es ideal para transportar agua fría en obras residenciales, industriales o comerciales. ¿Usted desea construir, reformar o hacer algún reparo? la Línea para Soldar también es una óptima solución para esos casos.;7100;;;;TE,KRONA,SOLDABLE,TE KRONA,50MM;1
845838;true;;;;;845838;DELTA PLUS;;;;;;113;;1;1;100000;SILLETA C/CINTA  ESLINGAR SIL001;"<p>SILLETA C/CINTA &nbsp;ESLINGAR SIL001</p>";425000;;;;DELTA PLUS,ESLINGAR,SILLETA,SILLETA CON CINTA;1
916197;true;;;;;916197;TRAMONTINA (BAZAR, HERRAMIENTAS, ELECTRICIDAD);;;;;;F05;;1;1;100000;"FORMON CON MANGO DE MADERA Tramontina  1""";Carpinteros y ebanistas cuentan con la ayuda de los formones Tramontina en el momento de hacer rebajes, tallados, cortes y encajes. La herramienta perfecta para usted, que trabaja en la construcción civil o con pequeñas reparaciones.;32700;;;;FORMON,MADERA,HERRAMIENTA,TRAMONTINA,CARPINTERIA,FORMONHERRAMIENTA,FORMONTRAMONTINA,FORMONES;1
892444;false;;;;;892444;GERMANY;;;;;;F09;;1;1;100000;ROMANA PESCADITO GERMANY  25kg;"<p>ROMANA PESCADITO GERMANY &nbsp;25kg</p>";44300;;;;ROMANA PESCADITO GERMANY,GERMANY,ROMANA;1
892384;false;;;;;892384;GERMANY;;;;;;F09;;1;1;100000;MOSQUETON CROMADO GERMANY 60MM;<p>MOSQUETON CROMADO GERMANY 60MM</p>;2750;;;;MOSQUETON CROMADO GERMANY,GERMANY,MOSQUETON;1
845834;true;;;;;845834;DELTA PLUS;;;;;;113;;1;1;100000;"DESCENSOR TIPO""8""ESLINGAR A800L";"<p>DESCENSOR TIPO""8""ESLINGAR A800L</p>";190000;;;;DESCENSOR TIPO 8,DESCENSOR,DELTA PLUS;1
892014;false;;;;;892014;GERMANY;;;;;;F09;;1;1;100000;HOJA PARA CEPILLADORA GERMANY 500MM;<p>HOJA PARA CEPILLADORA GERMANY 500MM</p>;122100;;;;HOJA PARA CEPILLADORA GERMANY,GERMANY,HOJA;1
